DistrictofResidenceEntityName,DistrictofResidenceEntityID,SchoolEntityName,SchoolEntityID,SchoolCTDS,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total,
Benson Unified School District,79226,Benson High School,4799,020209201,*,*,*,*,*,*,*,*,*,*,103,96,94,87,380,
Benson Unified School District,79226,Benson Middle School,4794,020209102,*,*,*,*,*,*,103,81,88,96,*,*,*,*,368,
Benson Unified School District,79226,Benson Primary School,4793,020209101,*,87,*,97,94,89,*,*,*,*,*,*,*,*,456,
Benson Unified School District,79226,San Pedro Valley High School,85879,020209202,*,*,*,*,*,*,*,*,*,*,*,*,*,14,25,
Benson Unified School District,79226,San Pedro Valley Online Academy,90775,020209300,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Bicentennial Union High School District,4515,,,           _,*,*,*,*,*,*,*,*,*,*,40,35,27,21,123,
Bicentennial Union High School District,4515,Salome High School,6203,150576201,*,*,*,*,*,*,*,*,*,*,40,35,27,21,123,
Bisbee Unified District,4169,,,           _,*,42,40,42,58,60,38,46,39,42,56,44,41,41,589,
Bisbee Unified District,4169,Bisbee High School,4754,020202201,*,*,*,*,*,*,*,*,*,*,56,44,41,41,182,
Bisbee Unified District,4169,Greenway Primary School,4752,020202103,*,42,40,42,58,60,*,*,*,*,*,*,*,*,242,
Bisbee Unified District,4169,Lowell School,4753,020202105,*,*,*,*,*,*,38,46,39,42,*,*,*,*,165,
Blue Adobe Project,89871,,,           _,*,*,*,*,*,*,*,*,*,*,28,17,*,*,69,
Blue Adobe Project,89871,Sky Islands,89872,108501101,*,*,*,*,*,*,*,*,*,*,28,17,*,*,69,
Blue Elementary District,4231,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,
Blue Elementary District,4231,Blue Elementary School,4908,060322001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,
Blue Ridge Unified School District No. 32,4397,,,           _,23,123,131,142,162,158,154,186,175,154,185,183,177,136,2089,
Blue Ridge Unified School District No. 32,4397,Blue Ridge Elementary School,5645,090232101,23,123,131,142,161,*,*,*,*,*,*,*,*,*,580,
Blue Ridge Unified School District No. 32,4397,Blue Ridge High School,5648,090232204,*,*,*,*,*,*,*,*,*,*,185,183,177,136,681,
Blue Ridge Unified School District No. 32,4397,Blue Ridge Jr High School,5647,090232103,*,*,*,*,*,*,*,*,175,154,*,*,*,*,329,
Blue Ridge Unified School District No. 32,4397,Blue Ridge Middle School,5646,090232102,*,*,*,*,*,158,154,186,*,*,*,*,*,*,498,
Blue Ridge Unified School District No. 32,4397,Nikolaus Homestead Elementary School,5627,090210115,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Blueprint Education,81041,,,           _,*,*,*,*,*,*,*,*,*,*,15,59,86,186,352,
Blueprint Education,81041,Blueprint High School,90158,078745203,*,*,*,*,*,*,*,*,*,*,*,*,16,30,53,
Blueprint Education,81041,Hope High School,81042,078745201,*,*,*,*,*,*,*,*,*,*,*,*,48,95,189,
Blueprint Education,81041,Hope High School Online,81182,078745202,*,*,*,*,*,*,*,*,*,*,*,17,22,61,110,
Bonita Elementary District,4224,,,           _,*,11,*,12,11,13,*,12,12,19,*,*,*,*,107,
Bonita Elementary District,4224,Bonita Elementary School,4896,050316101,*,11,*,12,11,13,*,12,12,19,*,*,*,*,107,
Bouse Elementary District,4513,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,*,*,27,
Bouse Elementary District,4513,Bouse Elementary School,6201,150426101,*,*,*,*,*,*,*,*,*,*,*,*,*,*,27,
Bowie Unified District,4171,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,*,*,61,
Bowie Unified District,4171,Bowie Elementary School,4758,020214100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,45,
Bowie Unified District,4171,Bowie High School,4759,020214200,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16,
Boys & Girls Clubs of the East Valley dba Mesa Arts Academy,4305,,,           _,*,25,27,27,27,27,27,26,27,26,*,*,*,*,239,
Boys & Girls Clubs of the East Valley dba Mesa Arts Academy,4305,Mesa Arts Academy,5470,078613101,*,25,27,27,27,27,27,26,27,26,*,*,*,*,239,
"Bradley Academy of Excellence, Inc.",81097,,,           _,73,88,96,85,67,76,69,44,26,30,*,*,*,*,654,
"Bradley Academy of Excellence, Inc.",81097,Bradley Academy of Excellence,81098,078746101,73,88,96,85,67,76,67,44,26,30,*,*,*,*,652,
"Bradley Academy of Excellence, Inc.",81097,Montessori Academy,80012,078977101,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
"Bright Beginnings School, Inc.",4362,,,           _,*,*,53,48,41,38,40,*,*,*,*,*,*,*,262,
"Bright Beginnings School, Inc.",4362,Bright Beginnings School #1,5550,078762101,*,*,53,48,41,38,40,*,*,*,*,*,*,*,262,
Buckeye Elementary District,4269,,,           _,120,451,502,489,542,548,545,567,582,589,*,*,*,*,4935,
Buckeye Elementary District,4269,ACES-Phoenix West,90771,072190003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Buckeye Elementary District,4269,Bales Elementary School,81110,070433102,*,*,93,89,93,100,94,100,94,84,*,*,*,*,823,
Buckeye Elementary District,4269,Buckeye Elementary School,87473,070433109,120,75,91,78,79,103,81,93,87,96,*,*,*,*,903,
Buckeye Elementary District,4269,Desert Choice School Learning Center Buckeye,91214,072112004,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,
Buckeye Elementary District,4269,FOUNDATION FOR BLIND CHILDREN,7335,072140001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Buckeye Elementary District,4269,GOMPERS CENTER FOR THE HANDICA,7318,072120001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Buckeye Elementary District,4269,Inca Elementary School,90341,070433107,*,70,77,62,88,75,97,89,99,91,*,*,*,*,748,
Buckeye Elementary District,4269,Steven R. Jasinski Elementary School,89572,070433104,*,95,92,92,102,116,109,115,122,119,*,*,*,*,962,
Buckeye Elementary District,4269,Sundance Elementary,87471,070433105,*,75,75,78,101,74,75,74,98,104,*,*,*,*,754,
Buckeye Elementary District,4269,Westpark Elementary School,88398,070433103,*,60,73,90,77,78,88,94,81,89,*,*,*,*,730,
Buckeye Union High School District,4284,,,           _,*,*,*,*,*,*,*,*,*,*,1094,1027,1030,946,4097,
Buckeye Union High School District,4284,ACCEL Buckeye Learning Center,91260,072164008,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Buckeye Union High School District,4284,ACES-Phoenix West,90771,072190003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Buckeye Union High School District,4284,Buckeye Union High School,5424,070501201,*,*,*,*,*,*,*,*,*,*,426,355,375,362,1518,
Buckeye Union High School District,4284,Canyon State Academy,79303,072107001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Buckeye Union High School District,4284,Desert Choice School Learning Center Buckeye,91214,072112004,*,*,*,*,*,*,*,*,*,*,*,14,*,*,39,
Buckeye Union High School District,4284,Estrella Foothills High School,79376,070501202,*,*,*,*,*,*,*,*,*,*,295,268,253,247,1063,
Buckeye Union High School District,4284,Sycamore Canyon Ctr for Youth,89565,072107002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Buckeye Union High School District,4284,YOUTH DEVELOPMENT INSTITUTE,7352,072155001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Buckeye Union High School District,4284,Youngker High School,89573,070501204,*,*,*,*,*,*,*,*,*,*,363,389,385,325,1462,
Bullhead City School District,4378,,,           _,*,*,305,312,323,312,294,299,312,315,*,*,*,*,2767,
Bullhead City School District,4378,Bullhead City Jr High School,5587,080415130,*,*,*,*,*,*,*,149,149,*,*,*,*,*,440,
Bullhead City School District,4378,Coyote Canyon School,5583,080415103,*,*,85,93,83,82,81,*,*,*,*,*,*,*,504,
Bullhead City School District,4378,Desert Valley School,5584,080415105,*,57,65,59,84,72,68,*,*,*,*,*,*,*,405,
Bullhead City School District,4378,Diamondback Elementary School,5585,080415107,*,94,92,99,84,105,89,*,*,*,*,*,*,*,563,
Bullhead City School District,4378,Fox Creek Jr High School,6048,080415110,*,*,*,*,*,*,*,150,163,173,*,*,*,*,486,
Bullhead City School District,4378,Sunrise Elementary,79655,080415104,*,64,63,61,72,53,56,*,*,*,*,*,*,*,369,
"CAFA, Inc. dba Learning Foundation Performing Arts School",79971,,,           _,*,25,32,22,31,26,29,23,*,*,*,*,*,*,188,
"CAFA, Inc. dba Learning Foundation Performing Arts School",79971,Learning Foundation,81102,098749002,*,25,32,22,31,26,29,23,*,*,*,*,*,*,188,
"CAFA, Inc. dba Learning Foundation and Performing Arts Alta Mesa",90328,,,           _,*,25,29,32,19,27,29,19,30,29,*,*,*,*,239,
"CAFA, Inc. dba Learning Foundation and Performing Arts Alta Mesa",90328,Learning Foundation and Performing Arts Alta Mesa,88290,078565001,*,25,29,32,19,27,29,19,30,29,*,*,*,*,239,
"CAFA, Inc. dba Learning Foundation and Performing Arts Gilbert",90327,,,           _,*,54,64,63,51,63,70,90,94,86,73,66,62,42,878,
"CAFA, Inc. dba Learning Foundation and Performing Arts Gilbert",90327,Learning Foundation and Performing Arts Gilbert,88289,078564001,*,*,*,*,*,*,*,*,94,86,73,66,62,42,423,
"CAFA, Inc. dba Learning Foundation and Performing Arts Gilbert",90327,Learning Foundation and Performing Arts Warner,92235,078564002,*,54,64,63,51,63,70,90,*,*,*,*,*,*,455,
CASA Academy,91934,,,           _,*,58,62,60,*,*,*,*,*,*,*,*,*,*,180,
CASA Academy,91934,CASA Academy,92498,078218001,*,58,62,60,*,*,*,*,*,*,*,*,*,*,180,
CITY Center for Collaborative Learning,85448,,,           _,*,*,*,*,*,*,*,39,53,50,51,51,43,39,326,
CITY Center for Collaborative Learning,85448,City High School,85451,108720201,*,*,*,*,*,*,*,*,*,*,51,51,43,39,184,
CITY Center for Collaborative Learning,85448,Paulo Freire Freedom School - Downtown,92561,108720102,*,*,*,*,*,*,*,22,26,23,*,*,*,*,71,
CITY Center for Collaborative Learning,85448,Paulo Freire Freedom School - University,87441,108720101,*,*,*,*,*,*,*,17,27,27,*,*,*,*,71,
CPLC Community Schools dba Hiaki High School,90331,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,20,35,72,
CPLC Community Schools dba Hiaki High School,90331,Envision High School,87412,108505001,*,*,*,*,*,*,*,*,*,*,*,*,20,35,72,
CPLC Community Schools dba Toltecalli High School,80032,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,31,41,96,
CPLC Community Schools dba Toltecalli High School,80032,Toltecali High School,80033,108793201,*,*,*,*,*,*,*,*,*,*,*,*,31,41,96,
Calibre Academy,79055,,,           _,*,60,82,70,74,54,68,57,60,55,*,*,*,*,580,
Calibre Academy,79055,Calibre Academy Surprise,80463,078909102,*,60,82,70,74,54,68,57,60,55,*,*,*,*,580,
"Cambridge Academy  East,  Inc",78888,,,           _,*,*,62,53,49,37,40,42,*,*,*,*,*,*,329,
"Cambridge Academy  East,  Inc",78888,Cambridge Academy East,78889,078768101,*,21,37,35,36,25,26,33,*,*,*,*,*,*,213,
"Cambridge Academy  East,  Inc",78888,Cambridge Academy East,90325,078768102,*,15,25,18,13,12,14,*,*,*,*,*,*,*,116,
"Camelback Education, Inc",79905,,,           _,*,57,68,63,71,66,67,60,59,40,*,*,*,*,551,
"Camelback Education, Inc",79905,Camelback Academy,79906,078959001,*,57,68,63,71,66,67,60,59,40,*,*,*,*,551,
Camino Montessori,91330,,,           _,*,18,19,20,*,13,*,*,*,*,*,*,*,*,83,
Camino Montessori,91330,Camino Montessori,91926,078211001,*,18,19,20,*,13,*,*,*,*,*,*,*,*,83,
Camp Verde Unified District,4470,,,           _,21,97,103,109,120,124,108,146,124,125,133,112,99,95,1516,
Camp Verde Unified District,4470,Camp Verde Accommodation School,84659,130228304,*,*,*,*,*,*,*,*,*,*,*,*,*,*,29,
Camp Verde Unified District,4470,Camp Verde Elementary School,6098,130228101,21,97,103,109,120,124,108,*,*,*,*,*,*,*,682,
Camp Verde Unified District,4470,Camp Verde High School,6100,130228203,*,*,*,*,*,*,*,*,*,*,129,102,83,81,395,
Camp Verde Unified District,4470,Camp Verde Middle School,6099,130228102,*,*,*,*,*,*,*,146,118,117,*,*,*,*,381,
Camp Verde Unified District,4470,South Verde Technology Magnet,90137,130228204,*,*,*,*,*,*,*,*,*,*,*,*,*,*,29,
"Candeo Schools, Inc.",89758,,,           _,*,77,71,72,73,75,68,67,61,40,*,*,*,*,604,
"Candeo Schools, Inc.",89758,Candeo Peoria,89759,078534001,*,77,71,72,73,75,68,67,61,40,*,*,*,*,604,
Canon Elementary District,4484,,,           _,*,12,12,15,14,19,12,13,18,16,19,*,*,12,180,
Canon Elementary District,4484,Boulder Creek High School,85850,070297245,*,*,*,*,*,*,*,*,*,*,19,*,*,12,48,
Canon Elementary District,4484,Canon School,6119,130350101,*,12,12,15,14,19,12,13,18,16,*,*,*,*,131,
Canon Elementary District,4484,Deer Valley Online Learning Program,79414,070297299,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Canon Elementary District,4484,Gavilan Peak Elementary,80318,070297142,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Canon Elementary District,4484,Vista Peak,92525,070297126,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
"Canyon Rose Academy, Inc.",81029,,,           _,*,*,*,*,*,*,*,*,*,*,14,43,87,164,308,
"Canyon Rose Academy, Inc.",81029,Canyon Rose Academy,81030,108715201,*,*,*,*,*,*,*,*,*,*,14,43,87,164,308,
"Carden of Tucson, Inc.",78858,,,           _,*,*,13,13,14,17,*,13,12,15,*,*,*,*,115,
"Carden of Tucson, Inc.",78858,Carden of Tucson,78859,108777101,*,*,13,13,14,17,*,13,12,15,*,*,*,*,115,
"Career Development, Inc.",4400,,,           _,*,*,*,*,*,*,*,*,*,*,*,*,12,24,51,
"Career Development, Inc.",4400,Northern AZ Academy for Career Dev. - Taylor,5652,098745204,*,*,*,*,*,*,*,*,*,*,*,*,12,24,51,
Career Success Schools,79047,,,           _,*,37,33,23,23,20,25,15,14,15,26,66,103,397,797,
Career Success Schools,79047,Career Success High School - Glendale,80430,078524203,*,*,*,*,*,*,*,*,*,*,*,*,16,24,51,
Career Success Schools,79047,Career Success High School - Main Campus,79129,078524201,*,*,*,*,*,*,*,*,*,*,16,36,59,321,432,
Career Success Schools,79047,Career Success Jr/Sr High School - North Phoenix,80025,078524202,*,*,*,*,*,*,*,*,*,*,*,*,28,52,109,
Career Success Schools,79047,Career Success School - Sage Campus,80050,078524001,*,37,33,23,23,20,25,15,14,15,*,*,*,*,205,
Carpe Diem Collegiate High School,80001,,,           _,*,*,*,*,*,*,*,30,33,29,32,26,32,20,202,
Carpe Diem Collegiate High School,80001,Carpe Diem Collegiate High School dba Carpe Diem e-Learning Community,80002,148761201,*,*,*,*,*,*,*,30,33,27,29,26,29,18,192,
Carpe Diem Collegiate High School,80001,iSchool2020,89656,148761202,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cartwright Elementary District,4282,,,           _,184,1718,1980,1918,2187,2134,1985,1914,1975,1996,*,*,*,*,17991,
Cartwright Elementary District,4282,ACCEL Metro Campus,7356,072164001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cartwright Elementary District,4282,ACES-Phoenix West,90771,072190003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cartwright Elementary District,4282,Breakthrough Academy,92368,072172001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cartwright Elementary District,4282,Bret R. Tarver,79283,070483122,*,95,131,121,149,130,139,*,*,*,*,*,*,*,765,
Cartwright Elementary District,4282,Byron A. Barry School,5414,070483117,*,*,*,*,*,*,*,*,*,*,*,*,*,*,182,
Cartwright Elementary District,4282,Cartwright School,5398,070483101,*,68,81,70,101,90,105,103,85,93,*,*,*,*,796,
Cartwright Elementary District,4282,Charles W. Harris School,5405,070483108,*,111,124,130,136,167,126,125,134,144,*,*,*,*,1197,
Cartwright Elementary District,4282,Desert Heights Academy,90051,072113001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cartwright Elementary District,4282,Desert Sands Middle School,5406,070483109,*,*,*,*,*,*,*,384,361,356,*,*,*,*,1101,
Cartwright Elementary District,4282,Estrella Middle School,5411,070483114,*,*,*,*,*,*,*,446,419,464,*,*,*,*,1329,
Cartwright Elementary District,4282,FOUNDATION FOR BLIND CHILDREN,7335,072140001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cartwright Elementary District,4282,Frank Borman School,5407,070483110,*,104,129,115,136,117,130,113,142,140,*,*,*,*,1126,
Cartwright Elementary District,4282,G. Frank Davidson,6032,070483120,*,111,127,120,138,137,141,*,*,*,*,*,*,*,774,
Cartwright Elementary District,4282,GOMPERS CENTER FOR THE HANDICA,7318,072120001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cartwright Elementary District,4282,Glenn L. Downs School,5399,070483102,*,57,70,71,80,82,78,66,82,82,*,*,*,*,668,
Cartwright Elementary District,4282,Heatherbrae School,5409,070483112,*,108,134,126,142,139,130,*,*,*,*,*,*,*,779,
Cartwright Elementary District,4282,Holiday Park School,5402,070483105,*,96,97,116,139,139,119,*,*,*,*,*,*,*,706,
Cartwright Elementary District,4282,John F. Long,5400,070483103,*,136,135,119,160,143,117,*,*,*,*,*,*,*,810,
Cartwright Elementary District,4282,Justine Spitalny School,5401,070483104,*,86,105,91,127,106,86,*,*,*,*,*,*,*,601,
Cartwright Elementary District,4282,Manuel Pena Jr. School,81109,070483123,*,133,144,111,148,129,122,*,*,*,*,*,*,*,787,
Cartwright Elementary District,4282,Marc T. Atkinson Middle School,78980,070483121,*,*,*,*,*,*,*,395,431,414,*,*,*,*,1240,
Cartwright Elementary District,4282,Palm Lane,5412,070483115,*,116,148,164,168,152,150,*,*,*,*,*,*,*,902,
Cartwright Elementary District,4282,Peralta School,5413,070483116,*,154,170,158,157,174,162,*,*,*,*,*,*,*,975,
Cartwright Elementary District,4282,Raul H. Castro Middle School,89955,070483129,*,*,*,*,*,*,*,279,315,294,*,*,*,*,888,
Cartwright Elementary District,4282,Southwest Education Center-Tolleson,91270,072146005,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cartwright Elementary District,4282,Starlight Park School,5404,070483107,*,107,120,148,139,164,137,*,*,*,*,*,*,*,815,
Cartwright Elementary District,4282,Sunset School,5403,070483106,*,110,136,127,110,109,106,*,*,*,*,*,*,*,698,
Cartwright Elementary District,4282,Tomahawk School,5415,070483118,*,126,128,131,155,155,134,*,*,*,*,*,*,*,829,
Cartwright Elementary District,4282,UPWARD FOUNDATION INC,7381,072175001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Casa Grande Elementary District,4446,,,           _,178,660,694,723,778,809,799,775,816,775,*,*,*,*,7007,
Casa Grande Elementary District,4446,ACES-Tempe,87058,072190002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Casa Grande Elementary District,4446,Cactus Middle School,79692,110404110,*,*,*,*,*,*,*,302,321,299,*,*,*,*,922,
Casa Grande Elementary District,4446,Casa Grande Headstart I,10086,112602001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Casa Grande Elementary District,4446,Casa Grande Middle School,5934,110404106,*,*,*,*,*,*,*,190,211,179,*,*,*,*,580,
Casa Grande Elementary District,4446,Cholla Elementary School,5935,110404107,*,68,76,74,82,78,85,*,*,*,*,*,*,*,463,
Casa Grande Elementary District,4446,Cottonwood Elementary School,5929,110404101,*,71,86,76,75,69,86,*,*,*,*,*,*,*,463,
Casa Grande Elementary District,4446,Desert Willow Elementary School,87948,110404130,*,58,69,90,92,102,102,*,*,*,*,*,*,*,513,
Casa Grande Elementary District,4446,Early Childhood Learning Center,90899,110404133,*,*,*,*,*,*,*,*,*,*,*,*,*,*,172,
Casa Grande Elementary District,4446,Evergreen Elementary School,5930,110404102,*,67,61,71,73,83,81,*,*,*,*,*,*,*,436,
Casa Grande Elementary District,4446,Ironwood School,5936,110404108,*,84,77,76,85,86,79,*,*,*,*,*,*,*,487,
Casa Grande Elementary District,4446,McCartney Ranch Elementary School,89578,110404132,*,102,113,109,110,131,119,*,*,*,*,*,*,*,684,
Casa Grande Elementary District,4446,Mesquite Elementary School,5937,110404109,*,67,68,78,81,87,79,*,*,*,*,*,*,*,460,
Casa Grande Elementary District,4446,Palo Verde School,5932,110404104,*,70,70,86,84,82,73,*,*,*,*,*,*,*,465,
Casa Grande Elementary District,4446,Saguaro Elementary School,5933,110404105,*,72,73,62,94,91,94,*,*,*,*,*,*,*,486,
Casa Grande Elementary District,4446,Southwest Education Center - Casa Grande,7349,072146002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11,
Casa Grande Elementary District,4446,Villago Middle School,89579,110404131,*,*,*,*,*,*,*,280,284,290,*,*,*,*,854,
Casa Grande Union High School District,4453,,,           _,*,*,*,*,*,*,*,*,*,*,991,928,886,832,3637,
Casa Grande Union High School District,4453,ACCEL East Campus,7360,072164005,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Casa Grande Union High School District,4453,ACES-Tempe,87058,072190002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Casa Grande Union High School District,4453,Casa Grande Union High School,5948,110502001,*,*,*,*,*,*,*,*,*,*,482,458,431,366,1737,
Casa Grande Union High School District,4453,Casa Verde High School,79658,110502005,*,*,*,*,*,*,*,*,*,*,23,25,23,14,85,
Casa Grande Union High School District,4453,Southwest Education Center - Casa Grande,7349,072146002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,
Casa Grande Union High School District,4453,The Childrens Center for Neurodevelopmental Studies,7364,072167001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Casa Grande Union High School District,4453,Vista Grande High School,90084,110502004,*,*,*,*,*,*,*,*,*,*,483,442,429,443,1797,
Catalina Foothills Unified District,4410,,,           _,197,314,331,339,330,393,366,417,436,401,443,436,392,424,5219,
Catalina Foothills Unified District,4410,Canyon View Elementary School,5835,100216104,*,50,57,56,60,88,75,*,*,*,*,*,*,*,386,
Catalina Foothills Unified District,4410,Catalina Foothills High School,5839,100216206,*,*,*,*,*,*,*,*,*,*,443,436,391,424,1694,
Catalina Foothills Unified District,4410,Catalina Foothills Valley View Early Learning Center,5836,100216105,*,*,*,*,*,*,*,*,*,*,*,*,*,*,197,
Catalina Foothills Unified District,4410,Esperero Canyon Middle School,5837,100216107,*,*,*,*,*,*,*,200,220,179,*,*,*,*,599,
Catalina Foothills Unified District,4410,Manzanita School,5833,100216102,*,91,101,95,97,112,107,*,*,*,*,*,*,*,603,
Catalina Foothills Unified District,4410,Orange Grove Middle School,5834,100216103,*,*,*,*,*,*,*,217,216,222,*,*,*,*,655,
Catalina Foothills Unified District,4410,Rillito Center,5803,100210125,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Catalina Foothills Unified District,4410,Sunrise Drive Elementary School,5832,100216101,*,78,85,93,92,115,113,*,*,*,*,*,*,*,576,
Catalina Foothills Unified District,4410,Ventana Vista Elementary School,5838,100216108,*,95,88,95,81,78,71,*,*,*,*,*,*,*,508,
Cave Creek Unified District,4244,,,           _,53,317,343,368,359,389,444,424,509,467,452,463,436,432,5456,
Cave Creek Unified District,4244,ACCEL Metro Campus,7356,072164001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cave Creek Unified District,4244,ACES-Peoria,7408,072190001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cave Creek Unified District,4244,AZ Aspire Academy - Scottsdale,996075,072142003,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cave Creek Unified District,4244,Black Mountain Elementary School,5134,070293102,*,55,49,55,57,73,61,80,*,*,*,*,*,*,430,
Cave Creek Unified District,4244,Breakthrough Academy,92368,072172001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cave Creek Unified District,4244,Cactus Shadows High School,5137,070293204,*,*,*,*,*,*,*,*,*,*,452,459,435,*,1775,
Cave Creek Unified District,4244,Chrysalis Academy,81206,072147101,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cave Creek Unified District,4244,Desert Sun Academy,5136,070293106,*,54,46,47,60,64,61,61,*,*,*,*,*,*,393,
Cave Creek Unified District,4244,Desert Willow Elementary School,78912,070293105,*,72,77,93,82,87,117,77,*,*,*,*,*,*,605,
Cave Creek Unified District,4244,Gateway Academy,87276,072136001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cave Creek Unified District,4244,Horseshoe Trails Elementary School,87477,070293108,*,87,95,86,83,79,115,117,*,*,*,*,*,*,662,
Cave Creek Unified District,4244,Lexis Preparatory School,90404,072158001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cave Creek Unified District,4244,Lone Mountain Elementary School,80056,070293107,*,49,76,87,77,85,89,88,*,*,*,*,*,*,551,
Cave Creek Unified District,4244,Pathways School,92254,072132001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cave Creek Unified District,4244,Sierra Academy of Scottsdale,90053,072119001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cave Creek Unified District,4244,Sonoran Trails Middle School,78911,070293101,*,*,*,*,*,*,*,*,507,*,*,*,*,*,971,
Cave Creek Unified District,4244,The ACT Program,89525,072157001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Cave Creek Unified District,4244,The Learning Center Developmental Preschool,91771,070293001,*,*,*,*,*,*,*,*,*,*,*,*,*,*,53,
Cedar Unified District,4395,,,           _,*,13,19,14,*,11,*,17,12,15,*,*,*,*,123,
Cedar Unified District,4395,Jeddito School,5638,090225001,*,13,19,14,*,11,*,17,12,15,*,*,*,*,123,
"Center for Academic Success, Inc.",4191,,,           _,*,78,92,98,114,116,97,109,104,111,81,70,53,57,1180,
"Center for Academic Success, Inc.",4191,Center for Academic Success #4,85876,028750204,*,*,*,*,*,*,62,61,77,76,*,*,*,*,276,
"Center for Academic Success, Inc.",4191,Center for Academic Success #5,85877,028750205,*,46,47,41,61,55,35,48,27,35,*,*,*,*,395,
"Center for Academic Success, Inc.",4191,"Center for Academic Success, The #1",4801,028750201,*,*,*,*,*,*,*,*,*,*,25,29,23,30,107,
"Center for Academic Success, Inc.",4191,"Center for Academic Success, The #2",4802,028750202,*,*,*,*,*,*,*,*,*,*,56,41,30,27,154,
"Center for Academic Success, Inc.",4191,"Center for Academic Success, The #3",79039,028750203,*,32,45,57,53,61,*,*,*,*,*,*,*,*,248,
"Challenge School, Inc.",6362,,,           _,*,90,98,93,76,78,65,50,*,*,*,*,*,*,550,
"Challenge School, Inc.",6362,Challenge Charter School,5555,078772001,*,90,98,93,76,78,65,50,*,*,*,*,*,*,550,
"Challenger Basic School, Inc.",79886,,,           _,*,49,51,54,54,54,34,33,*,*,*,*,*,*,329,
"Challenger Basic School, Inc.",79886,Challenger Basic School,79910,078957001,*,49,51,54,54,54,34,33,*,*,*,*,*,*,329,
Chandler Preparatory Academy,88299,,,           _,*,*,*,*,*,*,*,119,120,120,100,88,88,85,720,
Chandler Preparatory Academy,88299,Great Hearts Academies - Chandler Prep,88300,078515001,*,*,*,*,*,*,*,119,120,120,100,88,88,85,720,
Chandler Unified District #80,4242,,,           _,772,2858,2887,3102,3250,3400,3348,3442,3569,3633,3983,3829,3508,3184,44765,
Chandler Unified District #80,4242,ACCEL East Campus,7360,072164005,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,
Chandler Unified District #80,4242,ACES-Tempe,87058,072190002,*,*,*,*,*,*,*,*,*,*,*,*,*,*,45,
